"","logFC","logCPM","F","PValue"
"COPE",0.245737888063855,6.16223372376571,1.44816523256089,0.248710947690885
"DDX49",0.176559328667821,4.08485386130215,0.910372661090186,0.356146618440978
"HOMER3",-0.00588482202588875,6.61716473692557,0.00317912510791359,0.955830234901781
"SUGP2",0.144518978280323,6.89215567556073,2.38696433459403,0.144576060994557
"ARMC6",0.0976130915381921,3.70580444250301,0.277870907956057,0.606325203880557
"SLC25A42",-0.170546546444607,2.26609564780938,0.675862392902326,0.424749653113125
"TMEM161A",0.0926473174394042,3.42992347308551,0.155404489604587,0.699342707667959
"RFXANK",0.165880487931165,4.48460581025428,1.53585641444609,0.23554177871585
"NR2C2AP",-0.0561628859948368,2.28502991964592,0.0711006607047699,0.793615116773149
"SUGP1",-0.0838900339468132,5.88098208725447,0.720638203254595,0.410167901906591
"MAU2",0.0278413826059324,5.25857519098556,0.0606509664970319,0.80903212224538
"GATAD2A",0.0547182704186027,6.3962321486833,0.25202175625238,0.623431589706626
"NDUFA13",-0.0305614856609495,7.26924827086463,0.0936768351641144,0.764042809040206
"LPAR2",0.199694829432188,3.45630729431455,1.64121802167467,0.220903757820065
"GMIP",0.0777614766780706,4.19152746484973,0.335364523059566,0.571687031757037
"ATP13A1",0.0936058379502946,5.6458793318208,0.65079779625249,0.433273846652823
"ZNF101",0.0780015594704018,2.61240315174521,0.153772289977891,0.700841055425515
"ZNF14",-0.589558321057255,1.72946454853519,5.5338493618805,0.0337519922455476
"LINC00663",-0.299049563538791,0.721939372216901,0.563181813286753,0.465366022491284
"ZNF506",-0.218161305575068,3.40917935853059,1.28644632331448,0.275688471409498
"ZNF253",-0.26639002674959,2.88636514065018,2.61810015950196,0.127876949198121
"ZNF93",-0.308767511459027,2.28888166580558,2.40031377088763,0.143540910163915
"ZNF682",-0.385727814274123,2.03955449884062,2.92949353707749,0.108953530439201
"ZNF90",-0.398139765669524,1.36948002494103,2.34141370144099,0.148178536137712
